Smiles,IDs,IC50 Count,Kd Count,EC50 Count,pIC50 Min,pIC50 Max,pIC50 Mean,pIC50 Median,pKd Min,pKd Max,pKd Mean,pKd Median,pEC50 Min,pEC50 Max,pEC50 Mean,pEC50 Median,Phenotype,Modulator
Cc1c(N(CCOC(C)(C)C)S(C)(=O)=O)sc2ccccc12,433467,1,0,0,7.397940009,7.397940009,7.397940009,7.397940009,,,,,,,,,Active,Antagonist
CC1c2ccsc2CCN1C(=O)Nc1ccccc1,50934287,1,0,0,5.167491087,5.167491087,5.167491087,5.167491087,,,,,,,,,Inactive,Antagonist
Cc1cc(C(=O)O)ccc1S(=O)(=O)N(Cc1ccc(OC(F)(F)F)cc1)c1ncc2ccccc2c1C1CC1,446736,1,0,0,9.15490196,9.15490196,9.15490196,9.15490196,,,,,,,,,Active,Antagonist
Cc1cc(C(=O)O)sc1S(=O)(=O)N(Cc1ccc(F)c(C(F)(F)F)c1)c1sc2ccccc2c1C,433594,1,0,0,7.795880017,7.795880017,7.795880017,7.795880017,,,,,,,,,Active,Antagonist
Cc1cc(C(F)(F)F)cnc1N(Cc1ccccc1)S(=O)(=O)c1ccc(C(=O)O)cc1,"49783548, CHEMBL3353584, 50253318",3,0,0,6.133122186,9.133122186,7.133122186,6.133122186,,,,,,,,,Active,Antagonist
Cc1cc(C)c2c(c1)/C(=C/c1ccccc1)OC2=O,"51078692, 51078648",2,0,0,5.721246399,6,5.8606232,5.8606232,,,,,,,,,Inactive,Antagonist
Cc1cc(NC(C)C)no1,"51525211, CHEMBL2436830, 55299575",0,0,3,,,,,,,,,7,10,8,7,Active,Agonist
Cc1cc(S(=O)(=O)N(Cc2ccc(C(F)(F)F)cn2)c2ncc3ccccc3c2C2CC2)ccc1C(=O)O,446735,1,0,0,8.022276395,8.022276395,8.022276395,8.022276395,,,,,,,,,Active,Antagonist
Cc1cc(S(=O)(=O)N(Cc2ccc(C(F)(F)F)cn2)c2ncc3ccccc3c2C2CC2)ccc1-c1ncn[nH]1,446724,1,0,0,9,9,9,9,,,,,,,,,Active,Antagonist
Cc1cc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2nc(C3CC3)c3ccccc3c2C)ccc1C(=O)O,446738,1,0,0,8.187086643,8.187086643,8.187086643,8.187086643,,,,,,,,,Active,Antagonist
Cc1cc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc3ccccc3c2C(F)(F)F)ccc1C(=O)O,446744,1,0,0,8.48148606,8.48148606,8.48148606,8.48148606,,,,,,,,,Active,Antagonist
Cc1cc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc3ccccc3c2C2CC2)cc(C)c1C(=O)O,446749,1,0,0,7.962573502,7.962573502,7.962573502,7.962573502,,,,,,,,,Active,Antagonist
Cc1cc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc3ccccc3c2C2CC2)cc(F)c1C(=O)O,446740,1,0,0,8.823908741,8.823908741,8.823908741,8.823908741,,,,,,,,,Active,Antagonist
Cc1cc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc3ccccc3c2C2CC2)ccc1C(=O)O,446734,1,0,0,8.853871964,8.853871964,8.853871964,8.853871964,,,,,,,,,Active,Antagonist
Cc1cc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc3ccccc3c2C2CC2)ccc1-c1ncn[nH]1,446721,1,0,0,9.301029996,9.301029996,9.301029996,9.301029996,,,,,,,,,Active,Antagonist
Cc1cc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc3ccccc3c2C2CC2)ccc1-c1nnn[nH]1,446715,1,0,0,9.522878745,9.522878745,9.522878745,9.522878745,,,,,,,,,Active,Antagonist
Cc1cc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc3ccccc3c2C2CC2)ccc1-c1noc(=O)[nH]1,446732,1,0,0,9.301029996,9.301029996,9.301029996,9.301029996,,,,,,,,,Active,Antagonist
Cc1cc2[nH]ncc2cc1-c1ccccc1C(F)(F)F,"90645460, CHEMBL3298923, 50111580",3,0,0,5.036212173,8.036212173,6.036212173,5.036212173,,,,,,,,,Inactive,Antagonist
Cc1cc2c(Cl)cccc2nc1N(Cc1ccc(OC(F)(F)F)cc1)S(=O)(=O)c1ccc(C(=O)[O-])cc1,CHEMBL3682615,1,0,0,7.958607315,7.958607315,7.958607315,7.958607315,,,,,,,,,Active,Antagonist
Cc1cc2c(Cl)cccc2nc1N(Cc1ccc(OC(F)(F)F)cc1)S(=O)(=O)c1ccc(C(=O)O[Na])cc1,291763,1,0,0,7.958607315,7.958607315,7.958607315,7.958607315,,,,,,,,,Active,Antagonist
Cc1cc2cc(F)ccc2nc1N(Cc1ccc(OC(F)(F)F)cc1)S(=O)(=O)c1ccc(C(=O)O)cc1,"CHEMBL3687319, 291770",2,0,0,7.040958608,7.040958608,7.040958608,7.040958608,,,,,,,,,Active,Antagonist
Cc1cc2ccc(Cl)cc2nc1N(Cc1ccc(OC(F)(F)F)cc1)S(=O)(=O)c1ccc(C(=O)O)cc1,"CHEMBL3682611, 291759",2,0,0,6.158015195,6.158015195,6.158015195,6.158015195,,,,,,,,,Active,Antagonist
Cc1cc2ccc(F)cc2nc1N(Cc1ccc(OC(F)(F)F)cc1)S(=O)(=O)c1ccc(C(=O)O)cc1,"CHEMBL3687320, 291771",2,0,0,7.15490196,7.15490196,7.15490196,7.15490196,,,,,,,,,Active,Antagonist
Cc1cc2cccc(C)c2nc1N(Cc1ccc(OC(F)(F)F)cc1)S(=O)(=O)c1ccc(C(=O)[O-])cc1,CHEMBL3682618,1,0,0,7.795880017,7.795880017,7.795880017,7.795880017,,,,,,,,,Active,Antagonist
Cc1cc2cccc(C)c2nc1N(Cc1ccc(OC(F)(F)F)cc1)S(=O)(=O)c1ccc(C(=O)O[Na])cc1,291766,1,0,0,7.795880017,7.795880017,7.795880017,7.795880017,,,,,,,,,Active,Antagonist
Cc1cc2cccc(Cl)c2nc1N(Cc1ccc(OC(F)(F)F)cc1)S(=O)(=O)c1ccc(C(=O)O)cc1,"CHEMBL3682610, 291758",2,0,0,8.366531544,8.366531544,8.366531544,8.366531544,,,,,,,,,Active,Antagonist
Cc1cc2ccccc2nc1N(Cc1ccc(C(F)(F)C2CC2)c(Cl)c1)S(=O)(=O)c1ccc(C(=O)O)cc1,"291826, CHEMBL3687373",2,0,0,8.853871964,8.853871964,8.853871964,8.853871964,,,,,,,,,Active,Antagonist
Cc1cc2ccccc2nc1N(Cc1ccc(C(F)(F)C2CC2)c(F)c1)S(=O)(=O)c1ccc(C(=O)O)cc1,"CHEMBL3687375, 291828",2,0,0,8.508638306,8.508638306,8.508638306,8.508638306,,,,,,,,,Active,Antagonist
Cc1cc2ccccc2nc1N(Cc1ccc(C(F)(F)C2CC2)cc1)S(=O)(=O)c1ccc(C(=O)O)cc1,"CHEMBL3687354, 291806",2,0,0,8.397940009,8.397940009,8.397940009,8.397940009,,,,,,,,,Active,Antagonist
Cc1cc2ccccc2nc1N(Cc1ccc(CC2CC2)cc1)S(=O)(=O)c1ccc(C(=O)O)cc1,"CHEMBL3687355, 291807",2,0,0,8.113509275,8.113509275,8.113509275,8.113509275,,,,,,,,,Active,Antagonist
Cc1cc2ccccc2nc1N(Cc1ccc(F)c(C(F)(F)C2CC2)c1)S(=O)(=O)c1ccc(C(=O)O)cc1,"CHEMBL3687379, 291832",2,0,0,8.017728767,8.017728767,8.017728767,8.017728767,,,,,,,,,Active,Antagonist
Cc1cc2ccccc2nc1N(Cc1ccc(F)c(C(F)(F)F)c1)S(=O)(=O)c1ccc(C(=O)O)cc1,"CHEMBL3682547, 291694",2,0,0,7.920818754,7.920818754,7.920818754,7.920818754,,,,,,,,,Active,Antagonist
Cc1cc2ccccc2nc1N(Cc1ccc(OC(F)(F)F)cc1)S(=O)(=O)c1ccc(C(=O)O)cc1,"CHEMBL3682546, 291693",2,0,0,8.301029996,8.301029996,8.301029996,8.301029996,,,,,,,,,Active,Antagonist
Cc1cc2ccccc2nc1N(Cc1ccc2c(c1)CCCC2)S(=O)(=O)c1ccc(C(=O)O)cc1,"CHEMBL3687352, 291804",2,0,0,8.161150909,8.161150909,8.161150909,8.161150909,,,,,,,,,Active,Antagonist
Cc1cc2ccccc2nc1N(Cc1cccc(C(F)(F)C2CC2)c1)S(=O)(=O)c1ccc(C(=O)O)cc1,"CHEMBL3687377, 291830",2,0,0,7.677780705,7.677780705,7.677780705,7.677780705,,,,,,,,,Active,Antagonist
Cc1cc2ccccc2nc1N(Cc1cccc(OC(F)(F)F)c1)S(=O)(=O)c1ccc(C(=O)[O-])cc1,CHEMBL3682619,1,0,0,7.769551079,7.769551079,7.769551079,7.769551079,,,,,,,,,Active,Antagonist
Cc1cc2ccccc2nc1N(Cc1cccc(OC(F)(F)F)c1)S(=O)(=O)c1ccc(C(=O)O[Na])cc1,291767,1,0,0,7.769551079,7.769551079,7.769551079,7.769551079,,,,,,,,,Active,Antagonist
Cc1ccc(/C=C/C(=O)N(c2ccccc2)C(C)C)cc1,884227,0,0,1,,,,,,,,,5.744727495,5.744727495,5.744727495,5.744727495,Inactive,Agonist
Cc1ccc(/C=C/C(=O)N(c2ccccc2)c2ccccc2)cc1,884225,0,0,1,,,,,,,,,5.397940009,5.397940009,5.397940009,5.397940009,Inactive,Agonist
Cc1ccc(/C=C/C(=O)N(C2CCCCC2)C2CCCCC2)cc1,884224,0,0,1,,,,,,,,,5.677780705,5.677780705,5.677780705,5.677780705,Inactive,Agonist
Cc1ccc(/C=C/C(=O)N(c2ccccn2)C2CCCCC2)cc1,884223,0,0,1,,,,,,,,,6.522878745,6.522878745,6.522878745,6.522878745,Active,Agonist
Cc1ccc(/C=C/C(=O)N(Cc2cccs2)c2ccn[nH]2)cc1,"CHEMBL4070838, 50889686",0,0,2,,,,,,,,,11.39794001,11.39794001,11.39794001,11.39794001,Active,Agonist
Cc1ccc(/C=C2\OC(=O)c3ccccc32)cc1,"51078691, 51078647",2,0,0,4.600326279,5.142667504,4.871496892,4.871496892,,,,,,,,,Inactive,Antagonist
Cc1ccc([C@H](NC(=O)c2ccc3cccnc3c2)c2ncccc2C(F)(F)F)cc1,"CHEMBL4245611, 51131322",2,0,0,7.124938737,7.124938737,7.124938737,7.124938737,,,,,,,,,Active,Antagonist
Cc1ccc(C(=O)N([C@H](C)c2cccc(Cl)c2)[C@@H](C(N)=O)c2ccccc2)cc1,"50543039, CHEMBL3916922",2,0,0,6.070581074,6.070581074,6.070581074,6.070581074,,,,,,,,,Active,Antagonist
Cc1ccc(C(=O)N(C(C)c2cccc(Cl)c2)C(C(N)=O)c2ccccc2)cc1,118246965,1,0,0,9.070581074,9.070581074,9.070581074,9.070581074,,,,,,,,,Active,Antagonist
Cc1ccc(C(=O)N[C@@H]2C[C@H](C)CC[C@H]2C(C)C)cc1,"50162220, 50575119",2,0,0,5.602059991,5.657577319,5.629818655,5.629818655,,,,,,,,,Inactive,Antagonist
Cc1ccc(C(=O)Oc2cc(C)ccc2C(C)C)cc1,"51027997, 51028030",2,0,0,5.283996656,5.443697499,5.363847078,5.363847078,,,,,,,,,Inactive,Antagonist
Cc1ccc(C(C)C)c(C(=O)Nc2ccc(C(C)(C)C)cc2)c1,"51028090, 51027988, 51028021",2,0,1,5.721246399,5.920818754,5.821032577,5.821032577,,,,,6.22184875,6.22184875,6.22184875,6.22184875,Active,Agonist
Cc1ccc(C(C)C)c(C(=O)Nc2ccc(C(F)(F)F)cc2)c1,"51027949, 51028020, 51027987",2,0,1,5.356547324,5.494850022,5.425698673,5.425698673,,,,,4.339134522,4.339134522,4.339134522,4.339134522,Inactive,Agonist
Cc1ccc(C(C)C)c(C(=O)Nc2ccc(-c3ccccc3)cc2)c1,"51027986, 51028019",2,0,0,4.910094889,5.468521083,5.189307986,5.189307986,,,,,,,,,Inactive,Antagonist
Cc1ccc(C(C)C)c(C(=O)Nc2ccc(Cl)cc2)c1,"51028037, 51028018, 51027985",2,0,1,5.301029996,5.318758763,5.309894379,5.309894379,,,,,6.070581074,6.070581074,6.070581074,6.070581074,Active,Agonist
CC1CCC(C(C)C)C(C(=O)Nc2ccc(S(=O)(=O)Nc3ncccn3)cc2)C1,56929387,0,0,1,,,,,,,,,8.397940009,8.397940009,8.397940009,8.397940009,Active,Agonist
CC1CCC(C(C)C)C(C(=O)NCC(NC(=O)C(C)N)c2ccccc2)C1,44137357,0,0,1,,,,,,,,,8.301029996,8.301029996,8.301029996,8.301029996,Active,Agonist
Cc1ccc(C(C)C)c(C(=O)NCCc2c[nH]c3ccc(OCc4ccccc4)cc23)c1,"51027982, 51028016",2,0,0,4.15864053,4.211831629,4.185236079,4.185236079,,,,,,,,,Inactive,Antagonist
Cc1ccc(C(C)C)c(C(=O)NCCc2ccccc2)c1,"51028035, 51027983, 51028089",2,0,1,6.22184875,6.494850022,6.358349386,6.358349386,,,,,6.568636236,6.568636236,6.568636236,6.568636236,Active,Agonist
Cc1ccc(C(C)C)c(C(=O)Oc2ccc(C(C)(C)C)cc2)c1,"51028025, 51027992",2,0,0,4,4,4,4,,,,,,,,,Inactive,Antagonist
Cc1ccc(C(C)C)c(C(=O)Oc2ccc(-c3ccccc3)cc2)c1,"51028024, 51027991",2,0,0,4,4,4,4,,,,,,,,,Inactive,Antagonist
Cc1ccc(C(C)C)c(C(=O)Oc2ccc(Cl)cc2)c1,"51028023, 51027990",2,0,0,4,4,4,4,,,,,,,,,Inactive,Antagonist
Cc1ccc(C(C)C)c(N)c1,"51028031, 51027965, 51027998",2,0,1,3.623423043,3.945386945,3.784404994,3.784404994,,,,,4.36251027,4.36251027,4.36251027,4.36251027,Inactive,Agonist
Cc1ccc(C(C)C)c(NC(=O)c2ccc(C(C)(C)C)cc2)c1,"51028096, 51028015, 51027981",2,0,1,6,6,6,6,,,,,6.356547324,6.356547324,6.356547324,6.356547324,Active,Agonist
CC1CCC(C(C)C)C(NC(=O)c2ccc(-c3ccccc3)cc2)C1,"46861648, 46861648, 46861648",3,0,0,8.744727495,9.15490196,8.997944525,9.09420412,,,,,,,,,Active,Antagonist
Cc1ccc(C(C)C)c(NC(=O)c2ccc(-c3ccccc3)cc2)c1,"51028014, 51027980",2,0,0,5.387216143,6.045757491,5.716486817,5.716486817,,,,,,,,,Inactive,Antagonist
Cc1ccc(C(C)C)c(NC(=O)Cc2ccc(-c3ccccc3)cc2)c1,"51028012, 51027979",2,0,0,4.106238238,4.505845406,4.306041822,4.306041822,,,,,,,,,Inactive,Antagonist
Cc1ccc(C(C)C)c(NC(=O)Cc2cccc(I)c2)c1,"51028011, 51027978",2,0,0,4.850780887,4.935542011,4.893161449,4.893161449,,,,,,,,,Inactive,Antagonist
Cc1ccc(C(C)C)c(NC(=O)CCCCCCCc2ccccc2)c1,"51028010, 51027977",2,0,0,6.045757491,6.522878745,6.284318118,6.284318118,,,,,,,,,Active,Antagonist
Cc1ccc(C(C)C)c(NC(=O)Nc2ccc(C(C)(C)C)cc2)c1,"51027968, 51028001",2,0,0,4,4.573488739,4.28674437,4.28674437,,,,,,,,,Inactive,Antagonist
Cc1ccc(C(C)C)c(NC(=O)Nc2ccc(-c3ccccc3)cc2)c1,"51027967, 51028000",2,0,0,4.427128398,4.595166283,4.511147341,4.511147341,,,,,,,,,Inactive,Antagonist
Cc1ccc(C(C)C)c(NC(=O)Oc2ccc(C(C)(C)C)cc2)c1,"51028009, 51027976",2,0,0,6.070581074,6.15490196,6.112741517,6.112741517,,,,,,,,,Active,Antagonist
Cc1ccc(C(C)C)c(NC(=O)Oc2ccc(C(F)(F)F)cc2)c1,"51028008, 51027975",2,0,0,4.132532512,4.63638802,4.384460266,4.384460266,,,,,,,,,Inactive,Antagonist
Cc1ccc(C(C)C)c(NC(=O)Oc2ccc(-c3ccccc3)cc2)c1,"51028006, 51027973",2,0,0,4.790484985,5.22184875,5.006166868,5.006166868,,,,,,,,,Inactive,Antagonist
Cc1ccc(C(C)C)c(NC(=O)Oc2cccc(-c3ccccc3)c2)c1,"51028007, 51027974",2,0,0,4.8569852,5.236572006,5.046778603,5.046778603,,,,,,,,,Inactive,Antagonist
CC1CCC(C(C)C)C(O)C1,"CHEMBL256087, 16666, 16666, 1254, CHEMBL256087, 1254",0,2,4,,,,,4.841637508,7.841637508,6.341637508,6.341637508,5.522878745,8.522878745,7.315821217,7.608763688,Active,Agonist
Cc1ccc(C(C)C)c(O)c1,"51028032, 51028097, 51028091",2,0,1,3.502241282,3.771856392,3.637048837,3.637048837,,,,,4.282329497,4.282329497,4.282329497,4.282329497,Inactive,Agonist
CC1CCC(C(C)C)C(OC(=O)C(C)O)C1,2724573,0,0,1,,,,,,,,,6.795880017,6.795880017,6.795880017,6.795880017,Active,Agonist
Cc1ccc(C(C)C)c(OC(=O)c2ccc(C(C)(C)C)cc2)c1,"51028029, 51027996",2,0,0,4.238072162,4.369572125,4.303822144,4.303822144,,,,,,,,,Inactive,Antagonist
Cc1ccc(C(C)C)c(OC(=O)c2ccc(-c3ccccc3)cc2)c1,"51027995, 51028028",2,0,0,4.673664139,4.730487056,4.702075598,4.702075598,,,,,,,,,Inactive,Antagonist
Cc1ccc(C(C)C)c(OC(=O)Cc2ccc(-c3ccccc3)cc2)c1,"51028026, 51027993",2,0,0,4,4,4,4,,,,,,,,,Inactive,Antagonist
Cc1ccc(C(C)C)c(OC(=O)Nc2ccc(C(C)(C)C)cc2)c1,"51027971, 51028004",2,0,0,4.928117993,5.214670165,5.071394079,5.071394079,,,,,,,,,Inactive,Antagonist
Cc1ccc(C(C)C)c(OC(=O)Nc2ccc(-c3ccccc3)cc2)c1,"51027970, 51028003",2,0,0,4.498940738,4.931814138,4.715377438,4.715377438,,,,,,,,,Inactive,Antagonist
Cc1ccc(C(NC(=O)c2ccc3cccnc3c2)c2ncccc2C(F)(F)F)cc1,71144526,1,0,0,10.12493874,10.12493874,10.12493874,10.12493874,,,,,,,,,Active,Antagonist
Cc1ccc(C=CC(=O)N(Cc2cccs2)c2ccn[nH]2)cc1,67516186,0,0,1,,,,,,,,,14.39794001,14.39794001,14.39794001,14.39794001,Active,Agonist
Cc1ccc(-c2csc(NC(=O)Cc3cccc4c3c(=O)n(C)c(=O)n4C)n2)cc1,343228,1,0,0,5,5,5,5,,,,,,,,,Inactive,Antagonist
Cc1ccc(CN(C(=O)c2cnc3ccccc3c2)[C@H](C)c2ccc(F)cc2)cc1C(=O)O,"50342273, CHEMBL3577892",2,0,0,5.106793247,5.106793247,5.106793247,5.106793247,,,,,,,,,Inactive,Antagonist
Cc1ccc(CN(C(=O)c2cnc3ccccc3c2)C(C)c2ccc(F)cc2)cc1C(=O)O,122178099,1,0,0,8.106793247,8.106793247,8.106793247,8.106793247,,,,,,,,,Active,Antagonist
Cc1ccc(CN2C(=O)[C@@H]3Cc4c([nH]c5ccccc45)[C@@H](c4ccc(Cl)cc4)N3C2=O)cc1,51345617,1,0,0,6.096910013,6.096910013,6.096910013,6.096910013,,,,,,,,,Active,Antagonist
Cc1ccc(CN2C(=O)[C@H]3Cc4c([nH]c5ccccc45)[C@H](c4ccc(Cl)cc4)N3C2=O)cc1,51345618,1,0,0,5.638272164,5.638272164,5.638272164,5.638272164,,,,,,,,,Inactive,Antagonist
Cc1ccc(N2CC=C(c3cccc([N+](=O)[O-])c3)NC2=O)c(O)c1,"50333241, 50333138",1,0,1,5.853871964,5.853871964,5.853871964,5.853871964,,,,,5.920818754,5.920818754,5.920818754,5.920818754,Inactive,Agonist
Cc1ccc(NC(=O)N2CCC3(CCc4cccc(Cl)c4O3)CC2)cc1,"72205304, CHEMBL2443088, 51081579",3,0,0,6.537602002,9.538201442,7.538001629,6.538201442,,,,,,,,,Active,Antagonist
Cc1ccc(O)c(N2CC=C(c3ccc([N+](=O)[O-])cc3)NC2=O)c1,50333158,1,0,0,4.772113295,4.772113295,4.772113295,4.772113295,,,,,,,,,Inactive,Antagonist
Cc1ccc(O)c(N2CC=C(c3cccc([N+](=O)[O-])c3)NC2=O)c1,"50333240, 50333139",1,0,1,6.585026652,6.585026652,6.585026652,6.585026652,,,,,6.853871964,6.853871964,6.853871964,6.853871964,Active,Agonist
Cc1ccc(OC(=O)N[C@@H]2C[C@H](C)CC[C@H]2C(C)C)cc1,"50575072, 50162235",2,0,0,5.958607315,6.15490196,6.056754638,6.056754638,,,,,,,,,Active,Antagonist
Cc1ccc(OCC(=O)N(C)Cc2cccs2)cc1,"CHEMBL4100340, 50889692, 67511212",0,0,3,,,,,,,,,6.397940009,9.397940009,7.397940009,6.397940009,Active,Agonist
Cc1ccc(OCC(=O)N(Cc2cccs2)C(C)(C)C)cc1,"CHEMBL4102011, 50889697, 137661941",0,0,3,,,,,,,,,4.958607315,7.958607315,5.958607315,4.958607315,Inactive,Agonist
Cc1ccc(OCC(=O)N(Cc2cccs2)C(C)C)cc1,"50889744, CHEMBL4089135, 67512058",0,0,3,,,,,,,,,7.15490196,10.15490196,8.15490196,7.15490196,Active,Agonist
Cc1ccc(OCC(=O)N(Cc2cccs2)c2c(C)n[nH]c2C)cc1,"CHEMBL4075397, 50889706, 67516085",0,0,3,,,,,,,,,9.522878745,12.52287875,10.52287875,9.522878745,Active,Agonist
Cc1ccc(OCC(=O)N(Cc2cccs2)c2c[nH]nc2C)cc1,"CHEMBL4072494, 50889741",0,0,2,,,,,,,,,9.397940009,9.397940009,9.397940009,9.397940009,Active,Agonist
Cc1ccc(OCC(=O)N(Cc2cccs2)C2CC2)cc1,"CHEMBL4071703, 50889745, 67510848",0,0,3,,,,,,,,,8.096910013,11.09691001,9.096910012,8.096910013,Active,Agonist
Cc1ccc(OCC(=O)N(Cc2cccs2)c2ccccc2)cc1,"CHEMBL4091813, 50889699, 67510566",0,0,3,,,,,,,,,7.638272164,10.63827216,8.638272163,7.638272164,Active,Agonist
Cc1ccc(OCC(=O)N(Cc2cccs2)C2CCCCC2)cc1,"CHEMBL4067932, 50889694, 137632127",0,0,3,,,,,,,,,4.397940009,7.397940009,5.397940009,4.397940009,Inactive,Agonist
Cc1ccc(OCC(=O)N(Cc2cccs2)c2ccccn2)cc1,"CHEMBL4067773, 50889716, 17013221",0,0,3,,,,,,,,,6.698970004,9.698970004,7.698970004,6.698970004,Active,Agonist
Cc1ccc(OCC(=O)N(Cc2cccs2)c2cccnc2)cc1,"CHEMBL4077389, 50889717, 67511214",0,0,3,,,,,,,,,6.70333481,9.70333481,7.70333481,6.70333481,Active,Agonist
Cc1ccc(OCC(=O)N(Cc2cccs2)c2ccn(C)n2)cc1,"CHEMBL4099411, 50889707, 137661406",0,0,3,,,,,,,,,6.068033885,9.068033885,7.068033885,6.068033885,Active,Agonist
Cc1ccc(OCC(=O)N(Cc2cccs2)c2ccn[nH]2)cc1,"CHEMBL4087522, 50889702, 67516108",0,0,3,,,,,,,,,9.698970004,12.69897,10.69897,9.698970004,Active,Agonist
Cc1ccc(OCC(=O)N(Cc2cccs2)c2ccncc2)cc1,"CHEMBL4094300, 50889718, 67512095",0,0,3,,,,,,,,,7.283996656,10.28399666,8.283996657,7.283996656,Active,Agonist
Cc1ccc(OCC(=O)N(Cc2cccs2)c2ccnn2C)cc1,"CHEMBL4089781, 50889743, 67517308",0,0,3,,,,,,,,,6.374687549,9.374687549,7.374687549,6.374687549,Active,Agonist
Cc1ccc(OCC(=O)N(Cc2cccs2)c2ccon2)cc1,"CHEMBL4064052, 50889700, 67511908",0,0,3,,,,,,,,,8.698970004,11.69897,9.698970003,8.698970004,Active,Agonist
Cc1ccc(OCC(=O)N(Cc2cccs2)c2cn[nH]c2)cc1,"CHEMBL4105385, 50889703, 67516291",0,0,3,,,,,,,,,8.853871964,11.85387196,9.853871963,8.853871964,Active,Agonist
Cc1ccc(OCC(=O)N(Cc2cccs2)c2cn[nH]c2C)cc1,69765682,0,0,1,,,,,,,,,12.39794001,12.39794001,12.39794001,12.39794001,Active,Agonist
Cc1ccc(OCC(=O)N(Cc2cccs2)c2cnccn2)cc1,"CHEMBL4084052, 50889723, 67510427",0,0,3,,,,,,,,,5.908333042,8.908333042,6.908333042,5.908333042,Inactive,Agonist
Cc1ccc(OCC(=O)N(Cc2cccs2)c2cnn(C)c2)cc1,"CHEMBL4074235, 50889704, 137641021",0,0,3,,,,,,,,,4.200659451,7.200659451,5.200659451,4.200659451,Inactive,Agonist
Cc1ccc(OCC(=O)N(Cc2cccs2)C2COC2)cc1,"CHEMBL4091795, 50889698, 137653442",0,0,3,,,,,,,,,4.638272164,7.638272164,5.638272164,4.638272164,Inactive,Agonist
Cc1ccc(OCC(=O)N(Cc2cccs2)c2ncccn2)cc1,"CHEMBL4102033, 50889724, 67510423",0,0,3,,,,,,,,,5.431798276,8.431798276,6.431798276,5.431798276,Inactive,Agonist
Cc1ccc(OCC(=O)N(Cc2cccs2)c2nccn2C)cc1,"CHEMBL4080738, 50889705, 67516491",0,0,3,,,,,,,,,5.748118545,8.748118545,6.748118545,5.748118545,Inactive,Agonist
Cc1ccc(OCC(=O)N(Cc2cccs2)c2ncco2)cc1,"CHEMBL4099556, 50889701, 67510371",0,0,3,,,,,,,,,9.522878745,12.52287875,10.52287875,9.522878745,Active,Agonist
Cc1ccc(OCC(=O)N(Cc2cccs2)c2nccs2)cc1,"CHEMBL4072650, 50889742, 67511668",0,0,3,,,,,,,,,5.649751982,8.649751982,6.649751982,5.649751982,Inactive,Agonist
Cc1ccc(OCC(=O)N(Cc2cccs2)CC(C)C)cc1,"50889725, CHEMBL4073663, 137640617",0,0,3,,,,,,,,,6.045757491,9.045757491,7.045757491,6.045757491,Active,Agonist
Cc1ccc(OCC(=O)N(CCCO)Cc2cccs2)cc1,"CHEMBL4065074, 50889690, 137631642",0,0,3,,,,,,,,,5.522878745,8.522878745,6.522878745,5.522878745,Inactive,Agonist
Cc1ccc(OCC(=O)N(CCO)Cc2cccs2)cc1,"CHEMBL4064027, 50889746, 137635551",0,0,3,,,,,,,,,6.045757491,9.045757491,7.045757491,6.045757491,Active,Agonist
Cc1ccc(OCC(=O)N(O)Cc2cccs2)cc1,"CHEMBL4094279, 50889714, 137653297",0,0,3,,,,,,,,,5.096910013,8.096910013,6.096910013,5.096910013,Inactive,Agonist
Cc1ccc(OCC(=O)NCc2cccs2)cc1,"CHEMBL1457614, 50889693, 2092599",0,0,3,,,,,,,,,4.602059991,7.602059991,5.602059991,4.602059991,Inactive,Agonist
Cc1ccc2c(C)c(N(Cc3ccc(OC(F)(F)F)cc3)S(=O)(=O)c3ccc(C(=O)O)cc3)ncc2c1,"CHEMBL3682608, 291756",2,0,0,6.962573502,6.962573502,6.962573502,6.962573502,,,,,,,,,Active,Antagonist
Cc1ccc2cnc(N(Cc3ccc(OC(F)(F)F)cc3)S(=O)(=O)c3ccc(C(=O)O)cc3)c(C)c2c1,"CHEMBL3682612, 291760",2,0,0,6.866461092,6.866461092,6.866461092,6.866461092,,,,,,,,,Active,Antagonist
Cc1ccc2nc(C(F)(F)F)n(-c3ccc(C(=O)CN4C(=O)NC5(CCC(F)(F)CC5)C4=O)cc3)c2n1,"91885991, CHEMBL5266721, 51525242",3,0,0,8,11,9,8,,,,,,,,,Active,Antagonist
Cc1ccc2nc(N(Cc3ccc(C(F)(F)F)c(F)c3)S(=O)(=O)c3ccc(F)cc3)c(C)n2c1,309577,1,0,0,7.380489279,7.380489279,7.380489279,7.380489279,,,,,,,,,Active,Antagonist
Cc1ccc2nc(N(Cc3ccc(C(F)(F)F)c(F)c3)S(=O)(=O)c3ccccc3)c(C)n2c1,309553,1,0,0,7.596879479,7.596879479,7.596879479,7.596879479,,,,,,,,,Active,Antagonist
